order_id,order_date,promised_delivery_date,order_status,warehouse_name,customer_segment,product_name,order_value_eur,backlog_age_days,is_sla_breach,risk_priority
ORD-015478,2026-08-12,2026-08-17,Packed,Saxony Distribution Hub,Consumer,Marker Set 04,12.92,20,t,Critical
ORD-014989,2026-08-12,2026-08-15,On Hold,Isar South Centre,Consumer,Kitchen Scale 09,32.78,20,t,Critical
ORD-008191,2026-08-12,2026-08-17,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Hair Dryer 09,23.85,20,t,Critical
ORD-017347,2026-08-12,2026-08-14,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Mechanical Keyboard 20,291.94,20,t,Critical
ORD-021993,2026-08-12,2026-08-15,On Hold,Main Central Hub,Small Business,Wireless Mouse 06,79.87,20,t,Critical
ORD-021553,2026-08-12,2026-08-15,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Marker Set 14,10.05,20,t,Critical
ORD-016907,2026-08-12,2026-08-16,On Hold,Saxony Distribution Hub,Mid-Market,Laptop Stand 20,30.23,20,t,Critical
ORD-017050,2026-08-13,2026-08-15,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Grooming Kit 12,48.47,19,t,Critical
ORD-022126,2026-08-13,2026-08-18,Processing,Spree Fulfilment Centre,Consumer,Electric Toothbrush 16,46.81,19,t,Critical
ORD-011262,2026-08-13,2026-08-17,Processing,Main Central Hub,Consumer,Mechanical Keyboard 10,213.06,19,t,Critical
ORD-016676,2026-08-13,2026-08-16,Processing,Main Central Hub,Consumer,Protective Sleeve 14,75.60,19,t,Critical
ORD-016337,2026-08-13,2026-08-17,Packed,Rhine-Ruhr Fulfilment Centre,Consumer,Wireless Mouse 01,115.96,19,t,Critical
ORD-028336,2026-08-13,2026-08-17,On Hold,Isar South Centre,Small Business,Hair Dryer 19,31.09,19,t,Critical
ORD-017323,2026-08-13,2026-08-17,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Travel Adapter 18,20.41,19,t,Critical
ORD-014436,2026-08-14,2026-08-17,Processing,Main Central Hub,Enterprise,Resistance Bands 07,1273.43,18,t,Critical
ORD-021059,2026-08-14,2026-08-16,Processing,Spree Fulfilment Centre,Consumer,Protective Sleeve 09,137.33,18,t,Critical
ORD-010270,2026-08-14,2026-08-17,Processing,Spree Fulfilment Centre,Mid-Market,Water Bottle 05,100.13,18,t,Critical
ORD-027030,2026-08-14,2026-08-17,On Hold,Rhine-Ruhr Fulfilment Centre,Enterprise,Marker Set 04,227.01,18,t,Critical
ORD-026379,2026-08-14,2026-08-17,Processing,Main Central Hub,Consumer,Massage Roller 05,16.78,18,t,Critical
ORD-003508,2026-08-14,2026-08-17,Processing,Saxony Distribution Hub,Consumer,Phone Stand 11,35.86,18,t,Critical
ORD-029213,2026-08-14,2026-08-19,Packed,Main Central Hub,Consumer,Marker Set 04,12.27,18,t,Critical
ORD-023125,2026-08-15,2026-08-18,Packed,Spree Fulfilment Centre,Mid-Market,Training Bag 14,89.63,17,t,Critical
ORD-014852,2026-08-15,2026-08-19,Processing,Saxony Distribution Hub,Small Business,Bluetooth Speaker 03,408.70,17,t,Critical
ORD-007643,2026-08-15,2026-08-19,Processing,Isar South Centre,Consumer,Charging Pouch 20,24.37,17,t,Critical
ORD-017628,2026-08-16,2026-08-22,On Hold,Elbe North Hub,Consumer,Massage Roller 10,14.42,16,t,Critical
ORD-015103,2026-08-17,2026-08-20,Packed,Rhine-Ruhr Fulfilment Centre,Small Business,Travel Adapter 13,41.66,15,t,Critical
ORD-013872,2026-08-17,2026-08-19,On Hold,Main Central Hub,Mid-Market,Storage Set 06,29.71,15,t,Critical
ORD-020153,2026-08-17,2026-08-20,Processing,Main Central Hub,Consumer,Coffee Press 07,87.13,15,t,Critical
ORD-007632,2026-08-17,2026-08-21,Packed,Rhine-Ruhr Fulfilment Centre,Small Business,Mechanical Keyboard 05,162.61,15,t,Critical
ORD-002543,2026-08-17,2026-08-21,Processing,Elbe North Hub,Consumer,Mechanical Keyboard 05,345.78,15,t,Critical
ORD-026204,2026-08-17,2026-08-20,Packed,Spree Fulfilment Centre,Consumer,Storage Set 06,33.42,15,t,Critical
ORD-011432,2026-08-18,2026-08-21,On Hold,Spree Fulfilment Centre,Consumer,Cable Set 17,18.67,14,t,High
ORD-008019,2026-08-18,2026-08-22,Processing,Main Central Hub,Consumer,Massage Roller 05,34.84,14,t,High
ORD-024364,2026-08-18,2026-08-23,Processing,Isar South Centre,Consumer,Storage Set 06,63.22,14,t,High
ORD-023555,2026-08-18,2026-08-20,Processing,Main Central Hub,Consumer,Resistance Bands 02,86.33,14,t,High
ORD-007844,2026-08-19,2026-08-22,On Hold,Main Central Hub,Mid-Market,Printer Paper 18,72.32,13,t,High
ORD-026296,2026-08-19,2026-08-23,Packed,Elbe North Hub,Consumer,Kitchen Scale 04,47.23,13,t,High
ORD-004540,2026-08-19,2026-08-22,On Hold,Main Central Hub,Consumer,Resistance Bands 17,71.88,13,t,High
ORD-028847,2026-08-20,2026-08-23,On Hold,Elbe North Hub,Small Business,Water Bottle 05,274.78,12,t,High
ORD-020728,2026-08-20,2026-08-23,Processing,Main Central Hub,Consumer,Hair Dryer 19,10.96,12,t,High
ORD-019697,2026-08-20,2026-08-23,Processing,Main Central Hub,Consumer,Wireless Mouse 01,357.84,12,t,High
ORD-018127,2026-08-21,2026-08-26,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Yoga Mat 06,95.20,11,t,High
ORD-005792,2026-08-21,2026-08-25,Processing,Isar South Centre,Small Business,Wireless Mouse 01,475.76,11,t,High
ORD-022264,2026-08-21,2026-08-24,On Hold,Main Central Hub,Consumer,Massage Roller 15,29.11,11,t,High
ORD-017075,2026-08-21,2026-08-25,On Hold,Isar South Centre,Consumer,Notebook Set 01,14.23,11,t,High
ORD-011302,2026-08-21,2026-08-25,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Wireless Mouse 06,84.59,11,t,High
ORD-023629,2026-08-21,2026-08-25,Processing,Spree Fulfilment Centre,Consumer,Bluetooth Speaker 03,138.45,11,t,High
ORD-022985,2026-08-21,2026-08-24,Processing,Rhine-Ruhr Fulfilment Centre,Small Business,Hair Dryer 04,28.01,11,t,High
ORD-023380,2026-08-21,2026-08-26,On Hold,Main Central Hub,Consumer,Water Bottle 10,132.56,11,t,High
ORD-009884,2026-08-21,2026-08-24,On Hold,Rhine-Ruhr Fulfilment Centre,Consumer,Desk Organiser 02,7.90,11,t,High
ORD-016923,2026-08-22,2026-08-25,Packed,Rhine-Ruhr Fulfilment Centre,Consumer,Mechanical Keyboard 10,106.06,10,t,High
ORD-007221,2026-08-22,2026-08-26,Processing,Spree Fulfilment Centre,Consumer,Massage Roller 15,28.42,10,t,High
ORD-027143,2026-08-22,2026-08-26,Packed,Main Central Hub,Small Business,Fitness Tracker Band 10,204.66,10,t,High
ORD-027543,2026-08-22,2026-08-26,On Hold,Main Central Hub,Consumer,Massage Roller 05,33.86,10,t,High
ORD-013350,2026-08-22,2026-08-26,Processing,Rhine-Ruhr Fulfilment Centre,Consumer,Notebook Set 01,14.49,10,t,High
ORD-024331,2026-08-22,2026-08-25,Processing,Saxony Distribution Hub,Consumer,Laptop Stand 20,16.36,10,t,High
ORD-024562,2026-08-23,2026-08-27,On Hold,Spree Fulfilment Centre,Consumer,Water Bottle 10,64.26,9,t,High
ORD-023303,2026-08-23,2026-08-26,Processing,Main Central Hub,Small Business,Yoga Mat 16,155.80,9,t,High
ORD-007684,2026-08-24,2026-08-28,Processing,Spree Fulfilment Centre,Consumer,Hiking Bottle 08,89.39,8,t,High
ORD-017257,2026-08-24,2026-08-26,Processing,Main Central Hub,Consumer,Hiking Bottle 08,355.14,8,t,High
ORD-014982,2026-08-24,2026-08-27,On Hold,Saxony Distribution Hub,Consumer,Storage Set 11,70.64,8,t,High
ORD-014310,2026-08-24,2026-08-27,On Hold,Spree Fulfilment Centre,Consumer,Training Bag 04,77.21,8,t,High
ORD-009916,2026-08-24,2026-08-27,Processing,Main Central Hub,Consumer,Printer Paper 13,24.57,8,t,High
ORD-000700,2026-08-24,2026-08-27,Processing,Elbe North Hub,Consumer,Massage Roller 20,21.38,8,t,High
ORD-012007,2026-08-24,2026-08-27,Processing,Isar South Centre,Consumer,Travel Adapter 08,29.57,8,t,High
ORD-015562,2026-08-24,2026-08-28,Packed,Spree Fulfilment Centre,Consumer,USB-C Hub 12,101.72,8,t,High
ORD-029635,2026-08-25,2026-08-29,Packed,Spree Fulfilment Centre,Consumer,Desk Organiser 17,12.28,7,t,High
