inventory_date,warehouse_id,product_id,opening_stock,received_quantity,shipped_quantity,closing_stock,reorder_level
2026-03-28,WH-006,PRD-0092,12,0,0,12,9
2026-03-28,WH-006,PRD-0093,11,0,0,11,9
2026-03-28,WH-006,PRD-0094,13,0,0,13,6
2026-03-28,WH-006,PRD-0095,14,0,0,14,9
2026-03-28,WH-006,PRD-0096,6,0,0,6,8
2026-03-28,WH-006,PRD-0097,19,0,0,19,8
2026-03-28,WH-006,PRD-0098,10,0,0,10,9
2026-03-28,WH-006,PRD-0099,23,0,0,23,10
2026-03-28,WH-006,PRD-0100,16,0,0,16,8
2026-03-28,WH-006,PRD-0101,42,0,0,42,16
2026-03-28,WH-006,PRD-0102,41,0,0,41,12
2026-03-28,WH-006,PRD-0103,32,0,3,29,11
2026-03-28,WH-006,PRD-0104,36,0,1,35,9
2026-03-28,WH-006,PRD-0105,17,0,0,17,9
2026-03-28,WH-006,PRD-0106,31,0,0,31,9
2026-03-28,WH-006,PRD-0107,16,0,0,16,8
2026-03-28,WH-006,PRD-0108,21,0,0,21,9
2026-03-28,WH-006,PRD-0109,22,0,0,22,9
2026-03-28,WH-006,PRD-0110,13,0,0,13,9
2026-03-28,WH-006,PRD-0111,8,0,0,8,7
2026-03-28,WH-006,PRD-0112,18,0,0,18,7
2026-03-28,WH-006,PRD-0113,25,0,0,25,9
2026-03-28,WH-006,PRD-0114,24,0,0,24,9
2026-03-28,WH-006,PRD-0115,17,0,0,17,9
2026-03-28,WH-006,PRD-0116,54,0,0,54,9
2026-03-28,WH-006,PRD-0117,17,0,0,17,8
2026-03-28,WH-006,PRD-0118,18,0,0,18,9
2026-03-28,WH-006,PRD-0119,19,0,0,19,8
2026-03-28,WH-006,PRD-0120,17,0,0,17,8
2026-03-29,WH-001,PRD-0001,24,0,0,24,16
2026-03-29,WH-001,PRD-0002,35,0,0,35,14
2026-03-29,WH-001,PRD-0003,14,0,0,14,9
2026-03-29,WH-001,PRD-0004,18,0,0,18,9
2026-03-29,WH-001,PRD-0005,25,0,0,25,12
2026-03-29,WH-001,PRD-0006,43,0,0,43,12
2026-03-29,WH-001,PRD-0007,12,0,0,12,7
2026-03-29,WH-001,PRD-0008,25,0,0,25,7
2026-03-29,WH-001,PRD-0009,18,0,0,18,8
2026-03-29,WH-001,PRD-0010,8,0,0,8,7
2026-03-29,WH-001,PRD-0011,11,0,0,11,7
2026-03-29,WH-001,PRD-0012,24,0,0,24,9
2026-03-29,WH-001,PRD-0013,23,0,0,23,8
2026-03-29,WH-001,PRD-0014,31,0,0,31,8
2026-03-29,WH-001,PRD-0015,18,0,0,18,9
2026-03-29,WH-001,PRD-0016,27,0,0,27,8
2026-03-29,WH-001,PRD-0017,21,0,0,21,7
2026-03-29,WH-001,PRD-0018,21,0,0,21,8
2026-03-29,WH-001,PRD-0019,17,0,0,17,8
2026-03-29,WH-001,PRD-0020,24,0,0,24,8
2026-03-29,WH-001,PRD-0021,34,0,0,34,14
2026-03-29,WH-001,PRD-0022,11,0,0,11,15
2026-03-29,WH-001,PRD-0023,25,0,0,25,9
2026-03-29,WH-001,PRD-0024,28,0,0,28,9
2026-03-29,WH-001,PRD-0025,11,0,0,11,9
2026-03-29,WH-001,PRD-0026,16,0,0,16,10
2026-03-29,WH-001,PRD-0027,45,0,0,45,8
2026-03-29,WH-001,PRD-0028,28,0,1,27,7
2026-03-29,WH-001,PRD-0029,26,0,0,26,8
2026-03-29,WH-001,PRD-0030,24,0,0,24,9
2026-03-29,WH-001,PRD-0031,23,0,0,23,8
2026-03-29,WH-001,PRD-0032,21,0,0,21,7
2026-03-29,WH-001,PRD-0033,30,0,0,30,9
2026-03-29,WH-001,PRD-0034,14,0,0,14,7
2026-03-29,WH-001,PRD-0035,32,0,0,32,9
2026-03-29,WH-001,PRD-0036,21,0,0,21,7
2026-03-29,WH-001,PRD-0037,12,0,0,12,7
2026-03-29,WH-001,PRD-0038,12,0,0,12,7
2026-03-29,WH-001,PRD-0039,19,0,0,19,8
2026-03-29,WH-001,PRD-0040,17,0,0,17,8
2026-03-29,WH-001,PRD-0041,15,0,0,15,11
2026-03-29,WH-001,PRD-0042,46,0,0,46,15
2026-03-29,WH-001,PRD-0043,24,0,0,24,11
2026-03-29,WH-001,PRD-0044,31,0,0,31,10
2026-03-29,WH-001,PRD-0045,60,0,0,60,12
2026-03-29,WH-001,PRD-0046,11,0,0,11,9
2026-03-29,WH-001,PRD-0047,16,0,0,16,7
2026-03-29,WH-001,PRD-0048,24,0,0,24,8
2026-03-29,WH-001,PRD-0049,26,0,0,26,8
2026-03-29,WH-001,PRD-0050,24,0,0,24,8
2026-03-29,WH-001,PRD-0051,24,0,0,24,8
2026-03-29,WH-001,PRD-0052,10,0,0,10,8
2026-03-29,WH-001,PRD-0053,10,0,0,10,8
2026-03-29,WH-001,PRD-0054,21,0,0,21,7
2026-03-29,WH-001,PRD-0055,10,0,0,10,8
2026-03-29,WH-001,PRD-0056,29,0,0,29,9
2026-03-29,WH-001,PRD-0057,13,0,0,13,7
2026-03-29,WH-001,PRD-0058,15,0,0,15,8
2026-03-29,WH-001,PRD-0059,13,0,0,13,8
2026-03-29,WH-001,PRD-0060,24,0,0,24,8
2026-03-29,WH-001,PRD-0061,26,0,0,26,12
2026-03-29,WH-001,PRD-0062,39,0,0,39,14
2026-03-29,WH-001,PRD-0063,41,0,0,41,11
2026-03-29,WH-001,PRD-0064,44,0,0,44,11
2026-03-29,WH-001,PRD-0065,29,0,0,29,11
2026-03-29,WH-001,PRD-0066,33,0,4,29,9
2026-03-29,WH-001,PRD-0067,17,0,0,17,8
2026-03-29,WH-001,PRD-0068,18,0,0,18,9
2026-03-29,WH-001,PRD-0069,10,0,0,10,7
2026-03-29,WH-001,PRD-0070,16,0,0,16,7
2026-03-29,WH-001,PRD-0071,31,0,0,31,8
2026-03-29,WH-001,PRD-0072,7,0,0,7,9
2026-03-29,WH-001,PRD-0073,9,0,1,8,8
2026-03-29,WH-001,PRD-0074,13,0,0,13,7
2026-03-29,WH-001,PRD-0075,24,0,0,24,8
2026-03-29,WH-001,PRD-0076,24,0,0,24,9
2026-03-29,WH-001,PRD-0077,18,0,0,18,7
2026-03-29,WH-001,PRD-0078,12,0,0,12,8
2026-03-29,WH-001,PRD-0079,12,0,0,12,7
2026-03-29,WH-001,PRD-0080,32,0,0,32,7
2026-03-29,WH-001,PRD-0081,31,0,0,31,14
2026-03-29,WH-001,PRD-0082,1,0,0,1,13
2026-03-29,WH-001,PRD-0083,25,0,0,25,11
2026-03-29,WH-001,PRD-0084,11,0,0,11,9
2026-03-29,WH-001,PRD-0085,10,0,0,10,10
2026-03-29,WH-001,PRD-0086,18,0,0,18,12
2026-03-29,WH-001,PRD-0087,17,0,0,17,10
2026-03-29,WH-001,PRD-0088,18,0,0,18,9
2026-03-29,WH-001,PRD-0089,36,0,0,36,9
2026-03-29,WH-001,PRD-0090,18,0,0,18,7
2026-03-29,WH-001,PRD-0091,12,0,0,12,8
2026-03-29,WH-001,PRD-0092,18,0,0,18,9
2026-03-29,WH-001,PRD-0093,16,0,0,16,8
2026-03-29,WH-001,PRD-0094,26,0,0,26,7
2026-03-29,WH-001,PRD-0095,21,0,0,21,8
2026-03-29,WH-001,PRD-0096,28,0,0,28,8
2026-03-29,WH-001,PRD-0097,14,0,0,14,8
2026-03-29,WH-001,PRD-0098,27,0,0,27,9
2026-03-29,WH-001,PRD-0099,19,0,0,19,8
2026-03-29,WH-001,PRD-0100,20,0,0,20,9
2026-03-29,WH-001,PRD-0101,23,0,0,23,15
2026-03-29,WH-001,PRD-0102,15,0,0,15,12
2026-03-29,WH-001,PRD-0103,28,0,0,28,11
2026-03-29,WH-001,PRD-0104,18,0,0,18,12
2026-03-29,WH-001,PRD-0105,12,0,0,12,9
2026-03-29,WH-001,PRD-0106,11,0,0,11,10
2026-03-29,WH-001,PRD-0107,17,0,0,17,7
2026-03-29,WH-001,PRD-0108,31,0,0,31,9
2026-03-29,WH-001,PRD-0109,19,0,0,19,8
2026-03-29,WH-001,PRD-0110,21,0,0,21,8
2026-03-29,WH-001,PRD-0111,20,0,0,20,8
2026-03-29,WH-001,PRD-0112,25,0,0,25,7
2026-03-29,WH-001,PRD-0113,22,0,0,22,8
2026-03-29,WH-001,PRD-0114,11,0,0,11,8
2026-03-29,WH-001,PRD-0115,16,0,2,14,8
2026-03-29,WH-001,PRD-0116,21,0,0,21,8
2026-03-29,WH-001,PRD-0117,31,0,0,31,9
2026-03-29,WH-001,PRD-0118,33,0,1,32,9
2026-03-29,WH-001,PRD-0119,18,0,0,18,8
2026-03-29,WH-001,PRD-0120,32,0,0,32,9
2026-03-29,WH-002,PRD-0001,44,0,0,44,14
2026-03-29,WH-002,PRD-0002,19,0,0,19,11
2026-03-29,WH-002,PRD-0003,22,0,0,22,9
2026-03-29,WH-002,PRD-0004,26,0,0,26,9
2026-03-29,WH-002,PRD-0005,32,0,0,32,10
2026-03-29,WH-002,PRD-0006,25,0,0,25,12
2026-03-29,WH-002,PRD-0007,27,0,0,27,7
2026-03-29,WH-002,PRD-0008,14,0,0,14,7
2026-03-29,WH-002,PRD-0009,17,0,0,17,8
2026-03-29,WH-002,PRD-0010,30,0,0,30,7
2026-03-29,WH-002,PRD-0011,23,0,0,23,7
2026-03-29,WH-002,PRD-0012,26,0,0,26,9
2026-03-29,WH-002,PRD-0013,29,0,0,29,7
2026-03-29,WH-002,PRD-0014,22,0,0,22,8
2026-03-29,WH-002,PRD-0015,30,0,0,30,7
2026-03-29,WH-002,PRD-0016,19,0,0,19,8
2026-03-29,WH-002,PRD-0017,22,0,2,20,8
2026-03-29,WH-002,PRD-0018,17,0,0,17,9
2026-03-29,WH-002,PRD-0019,15,0,0,15,7
2026-03-29,WH-002,PRD-0020,16,0,0,16,7
2026-03-29,WH-002,PRD-0021,32,0,1,31,13
2026-03-29,WH-002,PRD-0022,35,0,0,35,13
2026-03-29,WH-002,PRD-0023,16,0,0,16,11
2026-03-29,WH-002,PRD-0024,24,0,0,24,11
2026-03-29,WH-002,PRD-0025,21,0,1,20,11
2026-03-29,WH-002,PRD-0026,26,0,0,26,11
2026-03-29,WH-002,PRD-0027,46,0,0,46,8
2026-03-29,WH-002,PRD-0028,13,0,0,13,7
2026-03-29,WH-002,PRD-0029,13,0,0,13,9
2026-03-29,WH-002,PRD-0030,39,0,0,39,8
2026-03-29,WH-002,PRD-0031,10,0,0,10,8
2026-03-29,WH-002,PRD-0032,24,0,0,24,7
2026-03-29,WH-002,PRD-0033,18,0,2,16,8
2026-03-29,WH-002,PRD-0034,23,0,0,23,8
2026-03-29,WH-002,PRD-0035,15,0,0,15,10
2026-03-29,WH-002,PRD-0036,9,0,0,9,7
2026-03-29,WH-002,PRD-0037,10,0,0,10,8
2026-03-29,WH-002,PRD-0038,9,0,0,9,8
2026-03-29,WH-002,PRD-0039,18,0,3,15,9
2026-03-29,WH-002,PRD-0040,37,0,0,37,9
2026-03-29,WH-002,PRD-0041,31,0,0,31,13
2026-03-29,WH-002,PRD-0042,38,0,0,38,15
2026-03-29,WH-002,PRD-0043,43,0,0,43,9
2026-03-29,WH-002,PRD-0044,14,0,0,14,10
2026-03-29,WH-002,PRD-0045,15,0,0,15,12
2026-03-29,WH-002,PRD-0046,31,0,0,31,10
2026-03-29,WH-002,PRD-0047,10,0,0,10,7
2026-03-29,WH-002,PRD-0048,22,0,0,22,9
2026-03-29,WH-002,PRD-0049,9,0,0,9,8
2026-03-29,WH-002,PRD-0050,15,0,0,15,8
2026-03-29,WH-002,PRD-0051,22,0,0,22,8
2026-03-29,WH-002,PRD-0052,20,0,0,20,7
2026-03-29,WH-002,PRD-0053,12,0,0,12,8
2026-03-29,WH-002,PRD-0054,23,0,0,23,8
2026-03-29,WH-002,PRD-0055,20,0,0,20,7
2026-03-29,WH-002,PRD-0056,10,0,0,10,8
2026-03-29,WH-002,PRD-0057,14,0,0,14,7
2026-03-29,WH-002,PRD-0058,17,0,0,17,8
2026-03-29,WH-002,PRD-0059,20,0,0,20,9
2026-03-29,WH-002,PRD-0060,31,0,0,31,10
2026-03-29,WH-002,PRD-0061,13,0,0,13,12
2026-03-29,WH-002,PRD-0062,79,0,0,79,15
2026-03-29,WH-002,PRD-0063,20,0,0,20,11
2026-03-29,WH-002,PRD-0064,57,0,0,57,12
2026-03-29,WH-002,PRD-0065,26,0,0,26,9
2026-03-29,WH-002,PRD-0066,34,0,0,34,11
2026-03-29,WH-002,PRD-0067,40,0,0,40,8
2026-03-29,WH-002,PRD-0068,11,0,0,11,10
2026-03-29,WH-002,PRD-0069,18,0,0,18,7
2026-03-29,WH-002,PRD-0070,22,0,0,22,7
2026-03-29,WH-002,PRD-0071,20,0,0,20,9
2026-03-29,WH-002,PRD-0072,10,0,2,8,9
2026-03-29,WH-002,PRD-0073,8,0,0,8,7
2026-03-29,WH-002,PRD-0074,38,0,0,38,7
2026-03-29,WH-002,PRD-0075,13,0,2,11,8
2026-03-29,WH-002,PRD-0076,22,0,0,22,9
2026-03-29,WH-002,PRD-0077,17,0,0,17,8
2026-03-29,WH-002,PRD-0078,26,0,0,26,9
2026-03-29,WH-002,PRD-0079,31,0,0,31,8
2026-03-29,WH-002,PRD-0080,19,0,0,19,8
2026-03-29,WH-002,PRD-0081,63,0,0,63,12
2026-03-29,WH-002,PRD-0082,63,0,0,63,15
2026-03-29,WH-002,PRD-0083,20,0,0,20,9
2026-03-29,WH-002,PRD-0084,29,0,0,29,9
2026-03-29,WH-002,PRD-0085,30,0,0,30,10
2026-03-29,WH-002,PRD-0086,37,0,3,34,10
2026-03-29,WH-002,PRD-0087,19,0,0,19,9
2026-03-29,WH-002,PRD-0088,15,0,0,15,9
2026-03-29,WH-002,PRD-0089,20,0,0,20,9
2026-03-29,WH-002,PRD-0090,34,0,0,34,7
2026-03-29,WH-002,PRD-0091,11,0,0,11,7
2026-03-29,WH-002,PRD-0092,26,0,0,26,8
2026-03-29,WH-002,PRD-0093,37,0,0,37,8
2026-03-29,WH-002,PRD-0094,20,0,0,20,6
2026-03-29,WH-002,PRD-0095,24,0,0,24,9
2026-03-29,WH-002,PRD-0096,15,0,0,15,7
2026-03-29,WH-002,PRD-0097,38,0,0,38,7
2026-03-29,WH-002,PRD-0098,48,0,0,48,9
2026-03-29,WH-002,PRD-0099,26,0,0,26,9
2026-03-29,WH-002,PRD-0100,12,0,0,12,8
2026-03-29,WH-002,PRD-0101,33,0,0,33,11
2026-03-29,WH-002,PRD-0102,55,0,0,55,13
2026-03-29,WH-002,PRD-0103,19,0,0,19,9
2026-03-29,WH-002,PRD-0104,10,26,0,36,11
2026-03-29,WH-002,PRD-0105,28,0,0,28,11
2026-03-29,WH-002,PRD-0106,32,0,0,32,11
2026-03-29,WH-002,PRD-0107,10,0,0,10,7
2026-03-29,WH-002,PRD-0108,8,0,0,8,7
2026-03-29,WH-002,PRD-0109,14,0,0,14,7
2026-03-29,WH-002,PRD-0110,25,0,0,25,9
2026-03-29,WH-002,PRD-0111,7,17,0,24,7
2026-03-29,WH-002,PRD-0112,13,0,0,13,8
2026-03-29,WH-002,PRD-0113,10,0,0,10,8
2026-03-29,WH-002,PRD-0114,20,0,0,20,8
2026-03-29,WH-002,PRD-0115,0,0,0,0,8
2026-03-29,WH-002,PRD-0116,47,0,0,47,10
2026-03-29,WH-002,PRD-0117,36,0,0,36,10
2026-03-29,WH-002,PRD-0118,22,0,0,22,9
2026-03-29,WH-002,PRD-0119,20,0,0,20,9
2026-03-29,WH-002,PRD-0120,21,0,0,21,8
2026-03-29,WH-003,PRD-0001,33,0,0,33,13
2026-03-29,WH-003,PRD-0002,49,0,0,49,14
2026-03-29,WH-003,PRD-0003,26,0,0,26,10
2026-03-29,WH-003,PRD-0004,4,0,0,4,12
2026-03-29,WH-003,PRD-0005,23,0,0,23,12
2026-03-29,WH-003,PRD-0006,34,0,0,34,11
2026-03-29,WH-003,PRD-0007,10,0,0,10,7
2026-03-29,WH-003,PRD-0008,12,0,0,12,7
2026-03-29,WH-003,PRD-0009,22,0,0,22,9
2026-03-29,WH-003,PRD-0010,18,0,0,18,7
2026-03-29,WH-003,PRD-0011,19,0,0,19,7
2026-03-29,WH-003,PRD-0012,12,0,0,12,9
2026-03-29,WH-003,PRD-0013,10,0,0,10,8
2026-03-29,WH-003,PRD-0014,31,0,0,31,8
2026-03-29,WH-003,PRD-0015,25,0,0,25,9
2026-03-29,WH-003,PRD-0016,14,0,0,14,8
2026-03-29,WH-003,PRD-0017,14,0,0,14,8
2026-03-29,WH-003,PRD-0018,26,0,0,26,9
2026-03-29,WH-003,PRD-0019,25,0,0,25,8
2026-03-29,WH-003,PRD-0020,18,0,0,18,8
2026-03-29,WH-003,PRD-0021,21,0,0,21,11
2026-03-29,WH-003,PRD-0022,36,0,1,35,14
2026-03-29,WH-003,PRD-0023,13,0,0,13,10
2026-03-29,WH-003,PRD-0024,36,0,0,36,10
2026-03-29,WH-003,PRD-0025,27,0,0,27,11
2026-03-29,WH-003,PRD-0026,19,0,1,18,9
2026-03-29,WH-003,PRD-0027,18,0,0,18,7
2026-03-29,WH-003,PRD-0028,27,0,0,27,7
2026-03-29,WH-003,PRD-0029,30,0,0,30,9
2026-03-29,WH-003,PRD-0030,13,0,0,13,7
2026-03-29,WH-003,PRD-0031,11,0,0,11,8
2026-03-29,WH-003,PRD-0032,26,0,0,26,8
2026-03-29,WH-003,PRD-0033,17,0,0,17,8
2026-03-29,WH-003,PRD-0034,21,0,0,21,7
2026-03-29,WH-003,PRD-0035,25,0,0,25,9
2026-03-29,WH-003,PRD-0036,13,0,0,13,9
2026-03-29,WH-003,PRD-0037,20,0,0,20,8
2026-03-29,WH-003,PRD-0038,9,0,0,9,7
2026-03-29,WH-003,PRD-0039,21,0,0,21,7
2026-03-29,WH-003,PRD-0040,25,0,0,25,10
2026-03-29,WH-003,PRD-0041,31,0,0,31,13
2026-03-29,WH-003,PRD-0042,33,0,0,33,15
2026-03-29,WH-003,PRD-0043,10,0,0,10,9
2026-03-29,WH-003,PRD-0044,28,0,0,28,12
2026-03-29,WH-003,PRD-0045,18,0,0,18,12
2026-03-29,WH-003,PRD-0046,24,0,0,24,11
2026-03-29,WH-003,PRD-0047,22,0,3,19,9
2026-03-29,WH-003,PRD-0048,23,0,0,23,8
2026-03-29,WH-003,PRD-0049,24,0,0,24,10
2026-03-29,WH-003,PRD-0050,30,0,0,30,7
2026-03-29,WH-003,PRD-0051,20,0,0,20,8
2026-03-29,WH-003,PRD-0052,18,0,0,18,7
2026-03-29,WH-003,PRD-0053,27,0,0,27,9
2026-03-29,WH-003,PRD-0054,8,0,0,8,8
2026-03-29,WH-003,PRD-0055,25,0,0,25,8
2026-03-29,WH-003,PRD-0056,21,0,0,21,7
2026-03-29,WH-003,PRD-0057,22,0,0,22,7
2026-03-29,WH-003,PRD-0058,28,0,0,28,8
2026-03-29,WH-003,PRD-0059,17,0,0,17,9
2026-03-29,WH-003,PRD-0060,19,0,0,19,10
2026-03-29,WH-003,PRD-0061,44,0,0,44,13
2026-03-29,WH-003,PRD-0062,29,0,0,29,14
2026-03-29,WH-003,PRD-0063,10,0,0,10,9
2026-03-29,WH-003,PRD-0064,33,0,0,33,9
2026-03-29,WH-003,PRD-0065,14,0,0,14,11
2026-03-29,WH-003,PRD-0066,45,0,0,45,12
2026-03-29,WH-003,PRD-0067,29,0,0,29,8
2026-03-29,WH-003,PRD-0068,13,0,0,13,8
2026-03-29,WH-003,PRD-0069,26,0,0,26,7
2026-03-29,WH-003,PRD-0070,12,0,0,12,8
2026-03-29,WH-003,PRD-0071,11,0,0,11,9
2026-03-29,WH-003,PRD-0072,31,0,0,31,8
2026-03-29,WH-003,PRD-0073,17,0,0,17,8
2026-03-29,WH-003,PRD-0074,29,0,0,29,8
2026-03-29,WH-003,PRD-0075,33,0,0,33,10
2026-03-29,WH-003,PRD-0076,15,0,0,15,8
2026-03-29,WH-003,PRD-0077,22,0,0,22,9
2026-03-29,WH-003,PRD-0078,26,0,0,26,8
2026-03-29,WH-003,PRD-0079,23,0,0,23,8
2026-03-29,WH-003,PRD-0080,21,0,0,21,7
2026-03-29,WH-003,PRD-0081,17,0,0,17,13
2026-03-29,WH-003,PRD-0082,32,0,0,32,13
2026-03-29,WH-003,PRD-0083,40,0,0,40,11
2026-03-29,WH-003,PRD-0084,39,0,0,39,10
2026-03-29,WH-003,PRD-0085,33,0,0,33,12
2026-03-29,WH-003,PRD-0086,21,0,0,21,12
2026-03-29,WH-003,PRD-0087,28,0,0,28,10
2026-03-29,WH-003,PRD-0088,17,0,0,17,9
2026-03-29,WH-003,PRD-0089,21,0,0,21,9
2026-03-29,WH-003,PRD-0090,16,0,0,16,7
2026-03-29,WH-003,PRD-0091,27,0,0,27,8
2026-03-29,WH-003,PRD-0092,18,0,0,18,8
2026-03-29,WH-003,PRD-0093,42,0,0,42,10
2026-03-29,WH-003,PRD-0094,25,0,0,25,7
2026-03-29,WH-003,PRD-0095,9,0,0,9,8
2026-03-29,WH-003,PRD-0096,30,0,0,30,7
2026-03-29,WH-003,PRD-0097,16,0,0,16,8
2026-03-29,WH-003,PRD-0098,32,0,0,32,8
2026-03-29,WH-003,PRD-0099,9,0,0,9,8
2026-03-29,WH-003,PRD-0100,16,0,0,16,8
2026-03-29,WH-003,PRD-0101,9,0,0,9,12
2026-03-29,WH-003,PRD-0102,31,0,0,31,13
2026-03-29,WH-003,PRD-0103,31,0,0,31,10
2026-03-29,WH-003,PRD-0104,21,0,0,21,10
2026-03-29,WH-003,PRD-0105,26,0,0,26,11
2026-03-29,WH-003,PRD-0106,15,0,0,15,11
2026-03-29,WH-003,PRD-0107,15,0,0,15,8
2026-03-29,WH-003,PRD-0108,26,0,0,26,9
2026-03-29,WH-003,PRD-0109,14,0,0,14,8
2026-03-29,WH-003,PRD-0110,20,0,0,20,8
2026-03-29,WH-003,PRD-0111,9,0,0,9,7
2026-03-29,WH-003,PRD-0112,9,0,0,9,7
2026-03-29,WH-003,PRD-0113,14,0,0,14,8
2026-03-29,WH-003,PRD-0114,10,0,0,10,8
2026-03-29,WH-003,PRD-0115,11,0,0,11,9
2026-03-29,WH-003,PRD-0116,20,0,0,20,8
2026-03-29,WH-003,PRD-0117,0,0,0,0,8
2026-03-29,WH-003,PRD-0118,21,0,0,21,9
2026-03-29,WH-003,PRD-0119,27,0,0,27,10
2026-03-29,WH-003,PRD-0120,16,0,0,16,9
2026-03-29,WH-004,PRD-0001,42,0,4,38,11
2026-03-29,WH-004,PRD-0002,50,0,0,50,14
2026-03-29,WH-004,PRD-0003,13,0,0,13,12
2026-03-29,WH-004,PRD-0004,22,0,0,22,10
2026-03-29,WH-004,PRD-0005,8,30,0,38,11
2026-03-29,WH-004,PRD-0006,21,0,0,21,12
2026-03-29,WH-004,PRD-0007,5,13,0,18,7
2026-03-29,WH-004,PRD-0008,12,0,0,12,7
2026-03-29,WH-004,PRD-0009,12,0,0,12,8
2026-03-29,WH-004,PRD-0010,15,0,0,15,8
2026-03-29,WH-004,PRD-0011,8,0,0,8,7
2026-03-29,WH-004,PRD-0012,32,0,0,32,9
2026-03-29,WH-004,PRD-0013,21,0,0,21,8
2026-03-29,WH-004,PRD-0014,9,0,0,9,8
2026-03-29,WH-004,PRD-0015,14,0,0,14,8
2026-03-29,WH-004,PRD-0016,25,0,0,25,9
2026-03-29,WH-004,PRD-0017,17,0,0,17,7
2026-03-29,WH-004,PRD-0018,25,0,0,25,9
2026-03-29,WH-004,PRD-0019,21,0,3,18,8
2026-03-29,WH-004,PRD-0020,23,0,0,23,8
2026-03-29,WH-004,PRD-0021,42,0,0,42,13
2026-03-29,WH-004,PRD-0022,29,0,0,29,15
2026-03-29,WH-004,PRD-0023,16,0,2,14,10
2026-03-29,WH-004,PRD-0024,36,0,0,36,12
2026-03-29,WH-004,PRD-0025,20,0,0,20,12
2026-03-29,WH-004,PRD-0026,20,0,0,20,9
2026-03-29,WH-004,PRD-0027,20,0,0,20,8
2026-03-29,WH-004,PRD-0028,20,0,0,20,7
2026-03-29,WH-004,PRD-0029,23,0,1,22,8
2026-03-29,WH-004,PRD-0030,20,0,0,20,7
2026-03-29,WH-004,PRD-0031,0,0,0,0,7
2026-03-29,WH-004,PRD-0032,9,0,0,9,8
2026-03-29,WH-004,PRD-0033,15,0,0,15,9
2026-03-29,WH-004,PRD-0034,16,0,1,15,8
2026-03-29,WH-004,PRD-0035,22,0,0,22,9
2026-03-29,WH-004,PRD-0036,10,0,0,10,8
2026-03-29,WH-004,PRD-0037,13,0,0,13,7
2026-03-29,WH-004,PRD-0038,16,0,0,16,7
2026-03-29,WH-004,PRD-0039,15,0,0,15,8
2026-03-29,WH-004,PRD-0040,12,0,0,12,8
2026-03-29,WH-004,PRD-0041,26,0,0,26,11
2026-03-29,WH-004,PRD-0042,20,0,0,20,14
2026-03-29,WH-004,PRD-0043,31,0,0,31,9
2026-03-29,WH-004,PRD-0044,18,0,18,0,10
2026-03-29,WH-004,PRD-0045,21,0,0,21,10
2026-03-29,WH-004,PRD-0046,7,25,0,32,9
2026-03-29,WH-004,PRD-0047,17,0,0,17,8
2026-03-29,WH-004,PRD-0048,13,0,0,13,8
2026-03-29,WH-004,PRD-0049,21,0,0,21,8
2026-03-29,WH-004,PRD-0050,23,0,0,23,9
2026-03-29,WH-004,PRD-0051,29,0,0,29,7
2026-03-29,WH-004,PRD-0052,12,0,0,12,8
2026-03-29,WH-004,PRD-0053,16,0,0,16,7
2026-03-29,WH-004,PRD-0054,20,0,0,20,7
2026-03-29,WH-004,PRD-0055,10,0,0,10,7
2026-03-29,WH-004,PRD-0056,10,0,0,10,7
2026-03-29,WH-004,PRD-0057,16,0,0,16,6
2026-03-29,WH-004,PRD-0058,33,0,0,33,8
2026-03-29,WH-004,PRD-0059,15,0,0,15,8
2026-03-29,WH-004,PRD-0060,21,0,0,21,9
2026-03-29,WH-004,PRD-0061,22,0,0,22,14
2026-03-29,WH-004,PRD-0062,28,0,0,28,15
2026-03-29,WH-004,PRD-0063,25,0,0,25,10
2026-03-29,WH-004,PRD-0064,21,0,0,21,9
2026-03-29,WH-004,PRD-0065,0,0,0,0,10
2026-03-29,WH-004,PRD-0066,54,0,0,54,10
2026-03-29,WH-004,PRD-0067,27,0,0,27,8
2026-03-29,WH-004,PRD-0068,10,0,0,10,8
2026-03-29,WH-004,PRD-0069,25,0,0,25,7
2026-03-29,WH-004,PRD-0070,36,0,0,36,8
2026-03-29,WH-004,PRD-0071,14,0,0,14,7
2026-03-29,WH-004,PRD-0072,15,0,0,15,9
2026-03-29,WH-004,PRD-0073,24,0,0,24,8
2026-03-29,WH-004,PRD-0074,10,0,0,10,8
2026-03-29,WH-004,PRD-0075,42,0,0,42,10
2026-03-29,WH-004,PRD-0076,15,0,0,15,8
2026-03-29,WH-004,PRD-0077,19,0,0,19,7
2026-03-29,WH-004,PRD-0078,18,0,0,18,9
2026-03-29,WH-004,PRD-0079,29,0,0,29,8
2026-03-29,WH-004,PRD-0080,42,0,0,42,8
2026-03-29,WH-004,PRD-0081,33,0,0,33,14
2026-03-29,WH-004,PRD-0082,28,0,1,27,14
2026-03-29,WH-004,PRD-0083,25,0,5,20,11
2026-03-29,WH-004,PRD-0084,4,0,0,4,9
2026-03-29,WH-004,PRD-0085,15,0,0,15,12
2026-03-29,WH-004,PRD-0086,18,0,0,18,9
2026-03-29,WH-004,PRD-0087,34,0,0,34,9
2026-03-29,WH-004,PRD-0088,25,0,0,25,9
2026-03-29,WH-004,PRD-0089,21,0,0,21,7
2026-03-29,WH-004,PRD-0090,16,0,0,16,8
2026-03-29,WH-004,PRD-0091,15,0,0,15,7
2026-03-29,WH-004,PRD-0092,32,0,0,32,9
